imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
7201_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	-6.648673 -11.138062 -1.500000	3.030928 -13.649102 -1.500000	640 480	000033	-	
7202_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	-6.648673 -11.138062 -1.500000	3.030928 -13.649102 -1.500000	640 480	000033	-	
7203_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	-1.307962 37.381740 -1.500000	-9.424454 31.540289 -1.500000	640 480	000732	-	
7204_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	-1.307962 37.381740 -1.500000	-9.424454 31.540289 -1.500000	640 480	000732	-	
7205_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	-10.711929 6.261407 -1.500000	-5.446551 -2.240110 -1.500000	640 480	-	001495	
7206_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	-10.711929 6.261407 -1.500000	-5.446551 -2.240110 -1.500000	640 480	-	001495	
7207_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	-9.654995 -13.368279 -1.500000	-8.672109 -23.319859 -1.500000	640 480	-	001610	
7208_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	-9.654995 -13.368279 -1.500000	-8.672109 -23.319859 -1.500000	640 480	-	001610	
7209_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	-1.307962 37.381740 -1.500000	-0.681553 47.362102 -1.500000	640 480	-	001109	
7210_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	-1.307962 37.381740 -1.500000	-0.681553 47.362102 -1.500000	640 480	-	001109	
7211_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_radiance	3.021490	-15.023735 -1.365759 -1.500000	-25.011876 -0.878901 -1.500000	640 480	-	000855	
7212_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_mesh	3.021490	-15.023735 -1.365759 -1.500000	-25.011876 -0.878901 -1.500000	640 480	-	000855	
7213_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_radiance	3.021490	-20.387483 1.176877 -1.500000	-29.925237 4.182079 -1.500000	640 480	000586	-	
7214_city_4_placement_1_mesh	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_mesh	3.021490	-20.387483 1.176877 -1.500000	-29.925237 4.182079 -1.500000	640 480	000586	-	
7215_city_4_placement_1_radiance	AssetPos_City_4_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_radiance	3.021490	-1.307962 37.381740 -1.500000	-7.929051 29.887664 -1.500000	640 480	-	002414	
