imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
2401_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	-18.585114 -8.318679 -1.500000	-8.905513 -10.829720 -1.500000	640 480	-	002490	
2402_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	-18.585114 -8.318679 -1.500000	-8.905513 -10.829720 -1.500000	640 480	-	002490	
2403_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	-30.745442 8.563398 -1.500000	-38.861934 2.721946 -1.500000	640 480	-	001890	
2404_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	-30.745442 8.563398 -1.500000	-38.861934 2.721946 -1.500000	640 480	-	001890	
2405_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	-26.166956 11.855437 -1.500000	-20.901578 3.353920 -1.500000	640 480	-	002901	
2406_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	-26.166956 11.855437 -1.500000	-20.901578 3.353920 -1.500000	640 480	-	002901	
2407_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	34.045689 -10.614407 -1.500000	35.028575 -20.565987 -1.500000	640 480	-	001763	
2408_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	34.045689 -10.614407 -1.500000	35.028575 -20.565987 -1.500000	640 480	-	001763	
2409_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	-30.745442 8.563398 -1.500000	-30.119033 18.543759 -1.500000	640 480	-	-	
2410_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	-30.745442 8.563398 -1.500000	-30.119033 18.543759 -1.500000	640 480	-	-	
2411_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_radiance	3.021490	-13.820031 -32.883511 -1.500000	-23.808173 -32.396654 -1.500000	640 480	-	-	
2412_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_mesh	3.021490	-13.820031 -32.883511 -1.500000	-23.808173 -32.396654 -1.500000	640 480	-	-	
2413_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_radiance	3.021490	-15.926203 -3.211348 -1.500000	-25.463957 -0.206146 -1.500000	640 480	-	-	
2414_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_mesh	3.021490	-15.926203 -3.211348 -1.500000	-25.463957 -0.206146 -1.500000	640 480	-	-	
2415_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_radiance	3.021490	-30.745442 8.563398 -1.500000	-37.366531 1.069321 -1.500000	640 480	-	-	
2416_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_mesh	3.021490	-30.745442 8.563398 -1.500000	-37.366531 1.069321 -1.500000	640 480	-	-	
2417_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_radiance	3.021490	-19.181532 23.892106 -1.500000	-10.525748 28.899841 -1.500000	640 480	-	001139	
2418_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_mesh	3.021490	-19.181532 23.892106 -1.500000	-10.525748 28.899841 -1.500000	640 480	-	001139	
2419_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	209.083873	-1.500000	-15.771986 6.128973 -0.244367	0	false	false	6	10	View_10_radiance	3.021490	-13.820031 -32.883511 -1.500000	-18.680925 -41.622602 -1.500000	640 480	-	002994	
2420_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	209.083873	-1.500000	-15.771986 6.128973 -0.244367	0	false	false	6	10	View_10_mesh	3.021490	-13.820031 -32.883511 -1.500000	-18.680925 -41.622602 -1.500000	640 480	-	002994	
2421_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	273.333682	-1.500000	-6.513707 -7.662265 -1.497059	0	false	false	17	11	View_11_radiance	3.021490	18.662179 -18.972784 -1.500000	8.679101 -18.391275 -1.500000	640 480	-	001532	
2422_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	273.333682	-1.500000	-6.513707 -7.662265 -1.497059	0	false	false	17	11	View_11_mesh	3.021490	18.662179 -18.972784 -1.500000	8.679101 -18.391275 -1.500000	640 480	-	001532	
2423_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	316.243223	-1.500000	12.332340 -1.347429 3.334991	0	false	false	3	12	View_12_radiance	3.021490	-15.926203 -3.211348 -1.500000	-22.842187 4.011474 -1.500000	640 480	000478	-	
2424_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	316.243223	-1.500000	12.332340 -1.347429 3.334991	0	false	false	3	12	View_12_mesh	3.021490	-15.926203 -3.211348 -1.500000	-22.842187 4.011474 -1.500000	640 480	000478	-	
2425_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	322.655111	-1.500000	-2.071295 -2.334892 -3.176939	0	false	false	15	13	View_13_radiance	3.021490	-10.102634 3.785893 -1.500000	-16.168748 11.735878 -1.500000	640 480	000205	-	
2426_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	322.655111	-1.500000	-2.071295 -2.334892 -3.176939	0	false	false	15	13	View_13_mesh	3.021490	-10.102634 3.785893 -1.500000	-16.168748 11.735878 -1.500000	640 480	000205	-	
2427_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	302.947501	-1.500000	9.979164 2.137795 3.452202	0	false	false	5	14	View_14_radiance	3.021490	-30.745442 8.563398 -1.500000	-39.137135 14.002101 -1.500000	640 480	-	001106	
2428_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	302.947501	-1.500000	9.979164 2.137795 3.452202	0	false	false	5	14	View_14_mesh	3.021490	-30.745442 8.563398 -1.500000	-39.137135 14.002101 -1.500000	640 480	-	001106	
2429_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	62.720150	-1.500000	15.281579 2.783865 -1.281355	0	false	false	8	15	View_15_radiance	3.021490	-19.898082 20.040018 -1.500000	-11.010297 24.623389 -1.500000	640 480	000347	-	
2430_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	62.720150	-1.500000	15.281579 2.783865 -1.281355	0	false	false	8	15	View_15_mesh	3.021490	-19.898082 20.040018 -1.500000	-11.010297 24.623389 -1.500000	640 480	000347	-	
2431_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	290.630851	-1.500000	1.338480 -6.122115 -3.971751	0	false	false	4	16	View_16_radiance	3.021490	26.135370 -15.711021 -1.500000	16.776671 -12.187564 -1.500000	640 480	-	001901	
2432_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	290.630851	-1.500000	1.338480 -6.122115 -3.971751	0	false	false	4	16	View_16_mesh	3.021490	26.135370 -15.711021 -1.500000	16.776671 -12.187564 -1.500000	640 480	-	001901	
2433_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	329.147163	-1.500000	10.616654 -8.051561 -1.891555	0	false	false	3	17	View_17_radiance	3.021490	-15.926203 -3.211348 -1.500000	-21.054550 5.373525 -1.500000	640 480	-	001228	
2434_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	329.147163	-1.500000	10.616654 -8.051561 -1.891555	0	false	false	3	17	View_17_mesh	3.021490	-15.926203 -3.211348 -1.500000	-21.054550 5.373525 -1.500000	640 480	-	001228	
2435_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	10.950045	-1.500000	14.764511 2.185587 -0.431499	0	false	false	10	18	View_18_radiance	3.021490	17.982698 -10.675990 -1.500000	19.882228 -0.858058 -1.500000	640 480	-	002992	
2436_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	10.950045	-1.500000	14.764511 2.185587 -0.431499	0	false	false	10	18	View_18_mesh	3.021490	17.982698 -10.675990 -1.500000	19.882228 -0.858058 -1.500000	640 480	-	002992	
2437_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	297.694779	-1.500000	-2.580883 4.713560 2.814096	0	false	false	16	19	View_19_radiance	3.021490	-18.585114 -8.318679 -1.500000	-27.439474 -3.671066 -1.500000	640 480	-	-	
2438_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	297.694779	-1.500000	-2.580883 4.713560 2.814096	0	false	false	16	19	View_19_mesh	3.021490	-18.585114 -8.318679 -1.500000	-27.439474 -3.671066 -1.500000	640 480	-	-	
2439_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	231.233325	-1.500000	7.104644 6.455579 -2.209223	0	false	false	14	20	View_20_radiance	3.021490	-23.858129 12.953716 -1.500000	-31.655152 6.692212 -1.500000	640 480	000427	-	
2440_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	231.233325	-1.500000	7.104644 6.455579 -2.209223	0	false	false	14	20	View_20_mesh	3.021490	-23.858129 12.953716 -1.500000	-31.655152 6.692212 -1.500000	640 480	000427	-	
2441_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	92.555497	-1.500000	9.261830 5.745404 0.543612	0	false	false	16	21	View_21_radiance	3.021490	-18.585114 -8.318679 -1.500000	-8.595059 -8.764550 -1.500000	640 480	-	001179	
2442_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	92.555497	-1.500000	9.261830 5.745404 0.543612	0	false	false	16	21	View_21_mesh	3.021490	-18.585114 -8.318679 -1.500000	-8.595059 -8.764550 -1.500000	640 480	-	001179	
2443_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	89.476751	-1.500000	7.700802 4.670054 3.456406	0	false	false	5	22	View_22_radiance	3.021490	-30.745442 8.563398 -1.500000	-20.745859 8.654721 -1.500000	640 480	-	001363	
2444_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	89.476751	-1.500000	7.700802 4.670054 3.456406	0	false	false	5	22	View_22_mesh	3.021490	-30.745442 8.563398 -1.500000	-20.745859 8.654721 -1.500000	640 480	-	001363	
2445_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	149.725534	-1.500000	14.819171 -1.039886 -3.442432	0	false	false	9	23	View_23_radiance	3.021490	-26.166956 11.855437 -1.500000	-21.125528 3.219234 -1.500000	640 480	-	001666	
2446_city_2_placement_1_mesh	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	149.725534	-1.500000	14.819171 -1.039886 -3.442432	0	false	false	9	23	View_23_mesh	3.021490	-26.166956 11.855437 -1.500000	-21.125528 3.219234 -1.500000	640 480	-	001666	
2447_city_2_placement_1_radiance	AssetPos_City_2_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	195.484668	-1.500000	16.572749 -1.581523 -2.315363	0	false	false	20	24	View_24_radiance	3.021490	34.045689 -10.614407 -1.500000	31.375884 -20.251426 -1.500000	640 480	-	002351	
