imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
001_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	-5.379930 -21.326576 -1.500000	4.299671 -23.837616 -1.500000	640 480	-	001241	
002_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	-5.379930 -21.326576 -1.500000	4.299671 -23.837616 -1.500000	640 480	-	001241	
003_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	-0.428549 -44.317713 -1.500000	-8.545041 -50.159165 -1.500000	640 480	-	002165	
004_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	-0.428549 -44.317713 -1.500000	-8.545041 -50.159165 -1.500000	640 480	-	002165	
005_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	4.162354 -14.207883 -1.500000	9.427732 -22.709400 -1.500000	640 480	000001	-	
006_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	4.162354 -14.207883 -1.500000	9.427732 -22.709400 -1.500000	640 480	000001	-	
007_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	-6.581162 30.620659 -1.500000	-5.598276 20.669079 -1.500000	640 480	-	000888	
008_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	-6.581162 30.620659 -1.500000	-5.598276 20.669079 -1.500000	640 480	-	000888	
009_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	-0.428549 -44.317713 -1.500000	0.197861 -34.337352 -1.500000	640 480	000420	-	
010_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	-0.428549 -44.317713 -1.500000	0.197861 -34.337352 -1.500000	640 480	000420	-	
011_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_radiance	3.021490	0.482567 32.936419 -1.500000	-9.505574 33.423276 -1.500000	640 480	-	-	
012_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_mesh	3.021490	0.482567 32.936419 -1.500000	-9.505574 33.423276 -1.500000	640 480	-	-	
013_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_radiance	3.021490	41.840918 -0.435151 -1.500000	32.303164 2.570052 -1.500000	640 480	000529	-	
014_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_mesh	3.021490	41.840918 -0.435151 -1.500000	32.303164 2.570052 -1.500000	640 480	000529	-	
015_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_radiance	3.021490	-0.428549 -44.317713 -1.500000	-7.049637 -51.811790 -1.500000	640 480	-	001034	
016_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_mesh	3.021490	-0.428549 -44.317713 -1.500000	-7.049637 -51.811790 -1.500000	640 480	-	001034	
017_city_1_placement_1_radiance	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_radiance	3.021490	-4.110339 36.197641 -1.500000	4.545445 41.205376 -1.500000	640 480	-	001187	
018_city_1_placement_1_mesh	AssetPos_City_1_Placement_1.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_mesh	3.021490	-4.110339 36.197641 -1.500000	4.545445 41.205376 -1.500000	640 480	-	001187	
