imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
5761_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	-9.374805 29.585254 -1.500000	0.304796 27.074214 -1.500000	640 480	-	-	
5762_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	-9.374805 29.585254 -1.500000	0.304796 27.074214 -1.500000	640 480	-	-	
5763_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	-15.557708 -4.418863 -1.500000	-23.674200 -10.260315 -1.500000	640 480	-	001682	
5764_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	-15.557708 -4.418863 -1.500000	-23.674200 -10.260315 -1.500000	640 480	-	001682	
5765_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	-9.483038 -15.613799 -1.500000	-4.217660 -24.115316 -1.500000	640 480	-	001076	
5766_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	-9.483038 -15.613799 -1.500000	-4.217660 -24.115316 -1.500000	640 480	-	001076	
5767_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	-23.399804 -24.475322 -1.500000	-22.416918 -34.426901 -1.500000	640 480	-	001859	
5768_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	-23.399804 -24.475322 -1.500000	-22.416918 -34.426901 -1.500000	640 480	-	001859	
5769_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	-15.557708 -4.418863 -1.500000	-14.931299 5.561498 -1.500000	640 480	-	001481	
5770_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	-15.557708 -4.418863 -1.500000	-14.931299 5.561498 -1.500000	640 480	-	001481	
5771_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_radiance	3.021490	-14.656932 -0.169712 -1.500000	-24.645073 0.317145 -1.500000	640 480	-	001342	
5772_city_3_placement_3_mesh	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_mesh	3.021490	-14.656932 -0.169712 -1.500000	-24.645073 0.317145 -1.500000	640 480	-	001342	
5773_city_3_placement_3_radiance	AssetPos_City_3_Placement_3.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_radiance	3.021490	-13.285209 35.769313 -1.500000	-22.822964 38.774516 -1.500000	640 480	-	002195	
