imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
7681_city_4_placement_2_radiance	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	4.887956 -29.484412 -1.500000	14.567557 -31.995452 -1.500000	640 480	-	-	
7682_city_4_placement_2_mesh	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	4.887956 -29.484412 -1.500000	14.567557 -31.995452 -1.500000	640 480	-	-	
7683_city_4_placement_2_radiance	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	1.345782 -37.481763 -1.500000	-6.770710 -43.323215 -1.500000	640 480	-	001584	
7684_city_4_placement_2_mesh	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	1.345782 -37.481763 -1.500000	-6.770710 -43.323215 -1.500000	640 480	-	001584	
7685_city_4_placement_2_radiance	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	-20.524577 3.976385 -1.500000	-15.259199 -4.525132 -1.500000	640 480	-	001942	
7686_city_4_placement_2_mesh	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	-20.524577 3.976385 -1.500000	-15.259199 -4.525132 -1.500000	640 480	-	001942	
7687_city_4_placement_2_radiance	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	-5.483484 33.958382 -1.500000	-4.500598 24.006803 -1.500000	640 480	-	002721	
7688_city_4_placement_2_mesh	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	-5.483484 33.958382 -1.500000	-4.500598 24.006803 -1.500000	640 480	-	002721	
7689_city_4_placement_2_radiance	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	1.345782 -37.481763 -1.500000	1.972191 -27.501402 -1.500000	640 480	-	001802	
7690_city_4_placement_2_mesh	AssetPos_City_4_Placement_2.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	1.345782 -37.481763 -1.500000	1.972191 -27.501402 -1.500000	640 480	-	001802	
