imageName	objPosFile	type	lens	microlens	mode	pixelSamples	fNumber	filmDiagonal	distance	orientation	height	PTR	defocus	diffraction	chromaticAberration	lookAtObject	viewpointId	description	filmDistance	lookAt	position	filmResolution	testFileName	trainvalFileName	
1921_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_radiance	3.021490	-5.450216 9.805853 -1.500000	4.229385 7.294812 -1.500000	640 480	-	002996	
1922_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	104.542853	-1.500000	7.028235 8.436784 1.971495	0	false	false	16	1	View_1_mesh	3.021490	-5.450216 9.805853 -1.500000	4.229385 7.294812 -1.500000	640 480	-	002996	
1923_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_radiance	3.021490	-20.195108 -0.131367 -1.500000	-28.311600 -5.972819 -1.500000	640 480	-	002519	
1924_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	234.257377	-1.500000	3.661908 -2.234112 -4.859903	0	false	false	5	2	View_2_mesh	3.021490	-20.195108 -0.131367 -1.500000	-28.311600 -5.972819 -1.500000	640 480	-	002519	
1925_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_radiance	3.021490	-5.844976 -24.564840 -1.500000	-0.579598 -33.066357 -1.500000	640 480	-	002103	
1926_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	148.228174	-1.500000	-14.531182 3.633509 3.554117	0	false	false	9	3	View_3_mesh	3.021490	-5.844976 -24.564840 -1.500000	-0.579598 -33.066357 -1.500000	640 480	-	002103	
1927_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_radiance	3.021490	31.033649 3.857782 -1.500000	32.016535 -6.093798 -1.500000	640 480	-	002789	
1928_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	174.359371	-1.500000	2.374590 0.864935 -2.510138	0	false	false	20	4	View_4_mesh	3.021490	31.033649 3.857782 -1.500000	32.016535 -6.093798 -1.500000	640 480	-	002789	
1929_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_radiance	3.021490	-20.195108 -0.131367 -1.500000	-19.568698 9.848994 -1.500000	640 480	-	-	
1930_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	3.591412	-1.500000	-7.110296 1.654079 -2.870658	0	false	false	5	5	View_5_mesh	3.021490	-20.195108 -0.131367 -1.500000	-19.568698 9.848994 -1.500000	640 480	-	-	
1931_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_radiance	3.021490	37.608249 -1.473901 -1.500000	27.620107 -0.987044 -1.500000	640 480	000190	-	
1932_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	272.790590	-1.500000	-7.193775 -5.471725 1.679567	0	false	false	6	6	View_6_mesh	3.021490	37.608249 -1.473901 -1.500000	27.620107 -0.987044 -1.500000	640 480	000190	-	
1933_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_radiance	3.021490	0.152608 1.050020 -1.500000	-9.385146 4.055223 -1.500000	640 480	-	001402	
1934_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	287.488851	-1.500000	-16.967255 7.709104 -0.312988	0	false	false	3	7	View_7_mesh	3.021490	0.152608 1.050020 -1.500000	-9.385146 4.055223 -1.500000	640 480	-	001402	
1935_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_radiance	3.021490	-20.195108 -0.131367 -1.500000	-26.816196 -7.625444 -1.500000	640 480	-	001049	
1936_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	221.460905	-1.500000	-11.325834 6.292043 -4.641947	0	false	false	5	8	View_8_mesh	3.021490	-20.195108 -0.131367 -1.500000	-26.816196 -7.625444 -1.500000	640 480	-	001049	
1937_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_radiance	3.021490	-34.671537 -1.556321 -1.500000	-26.015754 3.451414 -1.500000	640 480	-	002853	
1938_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	59.948814	-1.500000	11.474404 -8.532952 0.634455	0	false	false	13	9	View_9_mesh	3.021490	-34.671537 -1.556321 -1.500000	-26.015754 3.451414 -1.500000	640 480	-	002853	
1939_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	209.083873	-1.500000	-15.771986 6.128973 -0.244367	0	false	false	6	10	View_10_radiance	3.021490	37.608249 -1.473901 -1.500000	32.747355 -10.212992 -1.500000	640 480	-	-	
1940_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	209.083873	-1.500000	-15.771986 6.128973 -0.244367	0	false	false	6	10	View_10_mesh	3.021490	37.608249 -1.473901 -1.500000	32.747355 -10.212992 -1.500000	640 480	-	-	
1941_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	273.333682	-1.500000	-6.513707 -7.662265 -1.497059	0	false	false	17	11	View_11_radiance	3.021490	21.904484 4.974757 -1.500000	11.921406 5.556266 -1.500000	640 480	-	-	
1942_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	273.333682	-1.500000	-6.513707 -7.662265 -1.497059	0	false	false	17	11	View_11_mesh	3.021490	21.904484 4.974757 -1.500000	11.921406 5.556266 -1.500000	640 480	-	-	
1943_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	316.243223	-1.500000	12.332340 -1.347429 3.334991	0	false	false	3	12	View_12_radiance	3.021490	0.152608 1.050020 -1.500000	-6.763376 8.272842 -1.500000	640 480	-	002722	
1944_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	316.243223	-1.500000	12.332340 -1.347429 3.334991	0	false	false	3	12	View_12_mesh	3.021490	0.152608 1.050020 -1.500000	-6.763376 8.272842 -1.500000	640 480	-	002722	
1945_city_1_placement_5_radiance	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	radiance	1024	2.800000	2.420000	10	322.655111	-1.500000	-2.071295 -2.334892 -3.176939	0	false	false	15	13	View_13_radiance	3.021490	-30.188070 -1.603816 -1.500000	-36.254184 6.346169 -1.500000	640 480	-	-	
1946_city_1_placement_5_mesh	AssetPos_City_1_Placement_5.json	pinhole	dgauss.22deg.3.0mm	0 0	mesh	1024	2.800000	2.420000	10	322.655111	-1.500000	-2.071295 -2.334892 -3.176939	0	false	false	15	13	View_13_mesh	3.021490	-30.188070 -1.603816 -1.500000	-36.254184 6.346169 -1.500000	640 480	-	-	
